Age Range,Experience,Industry,Job Title,Education,Country,Annual Salary,Annual Bonus,Signon Bonus,Gender
18-21,2,E-Commerce,Analyst,Bachelor's Degree,United States,60000.0,8000.0,0.0,Male
18-21,1,E-Commerce,Analyst,Master's Degree,United States,68000.0,0.0,0.0,Female
18-21,1,E-Commerce,Analyst,Bachelor's Degree,United States,52500.0,5250.0,0.0,Female
18-21,1,Communications/Media,Public Relations,Some college,United States,35000.0,0.0,0.0,Female
18-21,1,Communications/Media,Consultant,Bachelor's Degree,United Kingdom,29325.0,0.0,0.0,Female
18-21,11,Information Technology/It,Computer Network Engineer,Associate Degree,United States,87000.0,0.0,10000.0,Female
18-21,1,Information Technology/It,Engineer,Some college,United States,47000.0,0.0,0.0,Female
18-21,4,Information Technology/It,Engineer,Bachelor's Degree,United States,76000.0,3000.0,0.0,Female
18-21,1,Information Technology/It,Database Developer,Bachelor's Degree,United States,40000.0,0.0,5000.0,Female
18-21,1,Information Technology/It,Engineer,Bachelor's Degree,United States,124000.0,12400.0,50000.0,Male
18-21,1,Information Technology/It,Software Developers,High School Diploma,Canada,39970.53,0.0,0.0,Male
18-21,1,Information Technology/It,Junior Software Developer,Some college,United States,79040.0,0.0,0.0,Male
18-21,1,Information Technology/It,Manager,Bachelor's Degree,United States,60000.0,0.0,0.0,Male
18-21,1,Arts And Entertainment,Fruit Buyer,Some college,United States,37000.0,500.0,0.0,Female
18-21,1,Construction,Engineer,Bachelor's Degree,United States,70000.0,0.0,1000.0,Female
18-21,1,Construction,Engineer,Bachelor's Degree,United States,80000.0,0.0,2500.0,Male
18-21,1,Construction,Engineer,Bachelor's Degree,United States,70000.0,2000.0,3000.0,Male
18-21,3,Construction,Intern,High School Diploma,United States,85000.0,0.0,0.0,Male
18-21,3,Construction,Contract Administrator,High School Diploma,Australia,39336.0,0.0,0.0,Female
18-21,1,Construction,Coo,Bachelor's Degree,United States,55000.0,0.05,0.0,Female
18-21,1,Construction,Coo,High School Diploma,United States,41000.0,500.0,0.0,Female
18-21,2,Construction,Forestry Laborer,High School Diploma,United States,34000.0,0.0,0.0,Male
18-21,1,Construction,Communications Equipment Installer,High School Diploma,United States,50000.0,0.0,0.0,Male
18-21,1,Construction,Other,High School Diploma,Australia,78672.0,0.0,0.0,Male
18-21,1,Construction,Engineer,Bachelor's Degree,United States,62500.0,1000.0,0.0,Male
18-21,3,Construction,Accounts Collector,Some college,United States,60000.0,7000.0,0.0,Male
18-21,2,Construction,911 Operator,Bachelor's Degree,United States,70000.0,10000.0,0.0,Male
18-21,1,Construction,Engineer,Bachelor's Degree,United States,70000.0,0.0,2000.0,Female
18-21,1,Construction,Principal,No Schooling,United States,300000.0,450000.0,100000.0,Male
18-21,1,Construction,Production Managers,High School Diploma,United States,48000.0,0.0,0.0,Female
18-21,3,Construction,Historical Records Administrator,Associate Degree,United States,50000.0,0.0,0.0,Female
18-21,3,Construction,Contract Administrator,High School Diploma,Australia,39336.0,0.0,0.0,Female
18-21,1,Construction,Mechanical Engineers,Bachelor's Degree,United States,70000.0,0.0,0.0,Female
18-21,4,Construction,Forestry Laborer,Some college,United States,43000.0,250.0,0.0,Male
18-21,3,Construction,Project Manager,Bachelor's Degree,United States,70000.0,10000.0,0.0,Male
18-21,3,Construction,Structural Engineer,Bachelor's Degree,United States,75000.0,0.0,0.0,Female
18-21,1,Construction,Coo,Bachelor's Degree,United States,52000.0,0.0,0.0,Female
18-21,2,Construction,Intern,Some college,United States,41600.0,0.0,0.0,Male
18-21,1,Construction,Data Scientist,Some college,Australia,34091.2,0.0,0.0,Male
18-21,3,Construction,Engineer,Bachelor's Degree,United States,60000.0,2000.0,0.0,Female
18-21,1,Construction,Other,Some college,United States,73000.0,0.0,0.0,Female
18-21,1,Construction,Accounting,Some college,United States,37000.0,500.0,0.0,Female
18-21,1,Consulting,Consultant,High School Diploma,United States,17500.0,0.0,0.0,Female
18-21,1,Consulting,Intern,Bachelor's Degree,Canada,36955.0,0.0,0.0,Male
18-21,1,Consulting,Analyst,Bachelor's Degree,United States,70000.0,3000.0,2500.0,Female
18-21,1,Consulting,Consultant,Bachelor's Degree,United States,80000.0,0.0,3000.0,Female
18-21,1,Consulting,Actuarial Associate,Master's Degree,United States,66000.0,0.0,5000.0,Female
18-21,1,Consulting,Audit Associate,Bachelor's Degree,United States,74000.0,0.0,5000.0,Female
18-21,1,Consulting,Analyst,Bachelor's Degree,United States,75000.0,0.0,5000.0,Female
18-21,1,Consulting,Consultant,Bachelor's Degree,United States,80000.0,0.0,5000.0,Female
18-21,1,Consulting,Consultant,Bachelor's Degree,United States,82500.0,0.08,5000.0,Female
18-21,1,Consulting,Consultant,Bachelor's Degree,United States,68000.0,8000.0,5000.0,Female
18-21,1,Consulting,Consultant,Bachelor's Degree,United States,100000.0,25000.0,5000.0,Female
18-21,1,Consulting,Consultant,Bachelor's Degree,United States,62000.0,0.0,6000.0,Female
18-21,1,Consulting,Analyst,Bachelor's Degree,United States,70000.0,0.0,7500.0,Female
18-21,1,Consulting,Consultant,Bachelor's Degree,United States,85000.0,0.0,7500.0,Female
18-21,1,Consulting,Consultant,Bachelor's Degree,United States,83000.0,0.0,7500.0,Male
18-21,1,Consulting,Audit Associate,Bachelor's Degree,United States,85000.0,3000.0,7500.0,Male
18-21,1,Consulting,Consultant,Bachelor's Degree,United States,100000.0,0.0,10000.0,Female
18-21,1,Consulting,Analyst,Bachelor's Degree,United States,87000.0,0.0,10000.0,Female
18-21,1,Consulting,Analyst,Bachelor's Degree,United States,77500.0,0.0,10000.0,Female
18-21,1,Consulting,Analyst,Bachelor's Degree,United States,77500.0,300.0,10000.0,Female
18-21,1,Consulting,Analyst,Bachelor's Degree,United States,80000.0,0.0,10000.0,Male
18-21,1,Consulting,Analyst,Bachelor's Degree,United States,83000.0,0.0,10000.0,Male
18-21,1,Consulting,Actuarial Associate,Bachelor's Degree,United States,100000.0,5000.0,10000.0,Male
18-21,2,Consulting,Analyst,Bachelor's Degree,United States,90000.0,0.0,12500.0,Female
18-21,1,Consulting,Strategy Analyst,Bachelor's Degree,United States,90000.0,5000.0,12500.0,Female
18-21,1,Consulting,Strategy Analyst,Bachelor's Degree,United States,90000.0,0.0,12500.0,Male
18-21,1,Consulting,Strategy Analyst,Bachelor's Degree,United States,90000.0,0.0,12500.0,Male
18-21,1,Consulting,Analyst,Bachelor's Degree,United States,92500.0,10000.0,14000.0,Female
18-21,1,Consulting,Consultant,Bachelor's Degree,Australia,59004.0,9834.0,13112.0,Male
18-21,1,Consulting,Analyst,Bachelor's Degree,United States,83000.0,0.0,75000.0,Male
18-21,1,Consulting,Actuarial Associate,Bachelor's Degree,United States,85000.0,0.0,5000.0,Female
18-21,1,Consulting,Computer Customer Support Specialist,Some college,United States,40000.0,0.0,0.0,Female
18-21,5,Consulting,Analyst,Associate Degree,United States,40000.0,2000.0,0.0,Female
18-21,1,Consulting,Manager,Bachelor's Degree,United States,67500.0,10000.0,0.0,Female
18-21,1,Consulting,Analyst,Bachelor's Degree,Canada,38433.2,0.0,0.0,Male
18-21,2,Consulting,Analyst,Bachelor's Degree,United States,60000.0,0.0,0.0,Male
18-21,1,Consulting,Audit Associate,Bachelor's Degree,United States,70000.0,0.0,0.0,Male
18-21,1,Consulting,Product Manager,Bachelor's Degree,United States,70000.0,0.0,0.0,Male
18-21,1,Consulting,Analyst,Bachelor's Degree,United States,80000.0,10000.0,0.0,Male
18-21,1,Consulting,Consultant,Bachelor's Degree,United States,60000.0,0.0,1000.0,Female
18-21,1,Consulting,Intern,Bachelor's Degree,United States,67000.0,2500.0,2500.0,Male
18-21,1,Consulting,Consultant,Bachelor's Degree,United States,75000.0,2000.0,5000.0,Female
18-21,1,Consulting,Actuarial Associate,Bachelor's Degree,United States,100000.0,12000.0,5000.0,Female
18-21,1,Consulting,Business Analyst,Bachelor's Degree,United States,100000.0,10000.0,5000.0,Male
18-21,1,Consulting,Consultant,Bachelor's Degree,United States,100000.0,25000.0,5000.0,Male
18-21,1,Consulting,Analyst,Bachelor's Degree,United States,75000.0,0.0,7000.0,Female
18-21,1,Consulting,Analyst,Bachelor's Degree,United States,79000.0,0.0,7500.0,Male
18-21,1,Consulting,Research Analyst,Bachelor's Degree,United States,97000.0,5000.0,10000.0,Male
18-21,1,Consulting,Actuarial Associate,Some college,Canada,73910.0,11086.5,7391.0,Male
18-21,1,Consulting,Strategy Analyst,Bachelor's Degree,United States,100000.0,0.0,12500.0,Female
18-21,1,Consulting,Apartment Manager,Bachelor's Degree,United States,75000.0,4000.0,5000.0,Male
18-21,1,Consulting,Business Intelligence Developer,Bachelor's Degree,Canada,42867.8,0.0,0.0,Female
18-21,1,Consulting,Consultant,Bachelor's Degree,United States,60000.0,0.0,0.0,Female
18-21,1,Consulting,Analyst,Bachelor's Degree,Canada,48041.5,0.0,0.0,Female
18-21,2,Consulting,Consultant,Bachelor's Degree,United States,63000.0,3000.0,0.0,Female
18-21,1,Consulting,Consultant,Bachelor's Degree,United States,75000.0,0.0,0.0,Male
18-21,1,Consulting,Actuarial Associate,Bachelor's Degree,United States,72000.0,1400.0,0.0,Male
18-21,1,Computer And Electronics,Manager,Bachelor's Degree,United States,121000.0,0.1,60000.0,Female
18-21,1,Consulting,Brand Manager,Bachelor's Degree,United States,72000.0,14000.0,8500.0,Female
18-21,1,Consulting,Intern,Bachelor's Degree,United States,50000.0,0.0,0.0,Male
18-21,1,Consulting,Engineer,Bachelor's Degree,United States,80000.0,0.0,7000.0,Female
18-21,3,Contractor,Sales,Some college,United States,24000.0,80000.0,0.0,Male
18-21,2,Science,Athletic Trainers,High School Diploma,United States,81000.0,0.0,0.0,Male
18-21,4,Banking,Dental Mold Maker,No Schooling,United States,45000.0,0.0,0.0,Male
18-21,1,Banking,Analyst,Bachelor's Degree,United States,70000.0,0.0,70000.0,Female
18-21,1,Finance,Financial Analyst,Bachelor's Degree,United States,60000.0,0.0,0.0,Female
18-21,3,Sales,Lan Administrator,Associate Degree,United States,43500.0,1250.0,0.0,Male
18-21,3,Retail,Manager,High School Diploma,United States,35000.0,0.0,0.0,Female
18-21,3,Oncology,Other,Trade School,United States,25000.0,500.0,1000.0,Female
18-21,1,Oncology,Other,Trade School,United States,50000.0,0.0,0.0,Female
18-21,3,Oncology,Hair And Makeup Designer,Trade School,United States,50000.0,0.0,0.0,Female
18-21,1,Laundry Services,Audit Associate,Doctoral Degree,United States,56000.0,0.0,0.0,Male
18-21,1,Merchandise/Cpg,Actuarial Associate,Bachelor's Degree,United States,64000.0,2000.0,5000.0,Female
18-21,1,Merchandise/Cpg,Account Executive,Master's Degree,United States,90000.0,0.0,8000.0,Female
18-21,1,Merchandise/Cpg,Marketing,Bachelor's Degree,United States,77000.0,5000.0,12000.0,Male
18-21,1,Merchandise/Cpg,Analyst,Bachelor's Degree,Canada,48041.5,2032.52,0.0,Female
18-21,2,Content Creating,Manager,High School Diploma,Australia,65560.0,3278.0,0.0,Male
18-21,1,Asset Management,Account Assistant,Bachelor's Degree,United States,57000.0,3000.0,0.0,Male
18-21,1,Credit,Software Engineer,Bachelor's Degree,United States,96000.0,0.0,2000.0,Female
18-21,2,Cryptocurrency,Marketing,Some college,United States,480000.0,0.0,0.0,Male
18-21,1,Cryptocurrency,Ceo,Some college,Canada,310422.0,50997.9,0.0,Male
18-21,4,Investment,Entrepeneur,High School Diploma,United States,600000.0,0.0,0.0,Male
18-21,1,Cryptocurrency,Chefs And Head Cooks,Trade School,South Korea,112.24,0.0,0.0,Male
18-21,1,Analytics,Software Engineer,Bachelor's Degree,United States,130000.0,0.0,35000.0,Male
18-21,5,Customer Service,Customer Relations Representative,High School Diploma,United States,290000.0,0.0,0.0,Female
18-21,4,Customer Service,Account Executive,Bachelor's Degree,United States,40000.0,0.0,0.0,Female
18-21,3,Customer Service,Communicable Disease Specialist,Some college,United States,16000.0,0.0,0.0,Female
18-21,4,Customer Service,Consultant,Some college,United States,16800.0,0.0,0.0,Female
18-21,5,Customer Service,Security,Some college,United States,17000.0,0.0,0.0,Female
18-21,1,Customer Service,Receptionists,High School Diploma,United States,20000.0,0.0,0.0,Female
18-21,1,Customer Service,Ballet Company Member,Some college,United States,20800.0,0.0,0.0,Female
18-21,3,Customer Service,Customer Service Representatives,Associate Degree,United States,30000.0,0.0,0.0,Female
18-21,2,Customer Service,Barista,No Schooling,United States,16000.0,0.0,0.0,Female
18-21,4,Customer Service,Customer Service,High School Diploma,United States,35880.0,285.0,0.0,Female
18-21,4,Customer Service,Other,High School Diploma,United States,38000.0,1000.0,0.0,Female
18-21,1,Customer Service,Audit Associate,Associate Degree,United States,32884.0,400.0,0.0,Male
18-21,3,Customer Service,Barista,Some college,United States,14000.0,0.0,0.0,Female
18-21,1,Customer Service,Ballet Company Member,High School Diploma,United States,30000.0,0.0,0.0,Female
18-21,5,Customer Service,Audit Associate,High School Diploma,United States,32000.0,0.0,0.0,Female
18-21,1,Customer Service,Customer Service,High School Diploma,United States,37000.0,5500.0,0.0,Female
18-21,3,Customer Service,Customer Relations Representative,High School Diploma,United States,28000.0,0.0,0.0,Male
18-21,5,Customer Service,Chef,Associate Degree,United States,40000.0,0.0,0.0,Male
18-21,4,Customer Service,Cashiers,Some college,United States,16320.0,200.0,0.0,Male
18-21,3,Customer Service,Manager,High School Diploma,United States,61000.0,600.0,0.0,Male
18-21,3,Customer Service,Customer Service,Bachelor's Degree,United States,169000.0,5000.0,0.0,Male
18-21,2,Customer Service,Ambulance Dispatcher,No Schooling,United States,23000.0,500.0,1000.0,Female
18-21,3,Customer Service,Computed Tomography/Magnetic Resonance Imaging (Ct/Mri) Technologist,Some college,United States,33000.0,0.0,0.0,Female
18-21,2,Customer Service,Front Desk,Some college,United States,14000.0,300.0,0.0,Male
18-21,1,Information Technology/It,Analyst,High School Diploma,Australia,16114.65,0.0,0.0,Male
18-21,1,Information Technology/It,Security,Associate Degree,United States,72000.0,6500.0,0.0,Male
18-21,4,Information Technology/It,Security,Some college,United States,85000.0,0.0,0.0,Female
18-21,1,Information Technology/It,Development Geologist,Bachelor's Degree,United States,75000.0,15000.0,5000.0,Female
18-21,3,Information Technology/It,Marketing,Bachelor's Degree,Canada,44346.0,2956.4,4730.24,Female
18-21,1,Information Technology/It,Marketing,Bachelor's Degree,United States,60000.0,0.0,0.0,Female
18-21,2,Information Technology/It,Engineer,Bachelor's Degree,United States,100000.0,0.0,5000.0,Female
18-21,1,Information Technology/It,Consultant,Bachelor's Degree,United States,85000.0,0.1,10000.0,Male
18-21,4,Dance,Assistant Director,Bachelor's Degree,United States,96000.0,0.0,0.0,Female
18-21,3,Defense,Data Analyst,High School Diploma,Australia,59004.0,0.0,0.0,Female
18-21,2,Defense,Communications,High School Diploma,Australia,39336.0,0.0,0.0,Male
18-21,1,Defense,Communications,Bachelor's Degree,United States,68000.0,0.0,5000.0,Female
18-21,1,Defense,Electrical Design Engineer,Bachelor's Degree,United States,80000.0,0.0,5000.0,Male
18-21,1,Defense,Electronic Engineer,Bachelor's Degree,United States,50000.0,0.0,0.0,Male
18-21,1,Defense,Intern,Some college,United States,53560.0,0.0,0.0,Male
18-21,1,Defense,Bank Note Designer,Bachelor's Degree,United States,80000.0,0.0,0.0,Female
18-21,1,Defense,Coo,Master's Degree,United States,59000.0,2950.0,0.0,Female
18-21,1,Defense,Electrical Design Engineer,Bachelor's Degree,United States,85000.0,0.0,0.0,Male
18-21,3,Defense,Intern,Bachelor's Degree,United States,53040.0,0.0,0.0,Female
18-21,1,Computer And Electronics,Cab Driver,Some college,United States,15000.0,0.0,0.0,Male
18-21,5,Computer And Electronics,Cab Driver,Some college,United States,48000.0,0.0,0.0,Female
18-21,1,Computer And Electronics,Email Marketing Manager,Associate Degree,United States,40000.0,0.0,0.0,Other
18-21,1,Health Care,Coo,Some college,United States,36000.0,0.0,0.0,Female
18-21,3,Health Care,Dental Assistant,Trade School,Canada,48041.5,369.55,0.0,Female
18-21,1,Health Care,Dental Hygienists,Associate Degree,United States,62000.0,0.0,0.0,Female
18-21,1,Health Care,Medical Assistant,Some college,United States,36075.0,0.0,0.0,Female
18-21,1,Information Technology/It,Bank Note Designer,Bachelor's Degree,Canada,55432.5,0.0,2217.3,Female
18-21,1,Advertising,Computer-Aided Drafting And Design Instructor,Bachelor's Degree,United States,65000.0,0.0,0.0,Female
18-21,3,Information Technology/It,Analyst,Bachelor's Degree,United States,150000.0,5000.0,100000.0,Female
18-21,1,Marketing,Computer Customer Support Specialist,Bachelor's Degree,United States,40000.0,200.0,0.0,Female
18-21,2,Marketing,Marketing,No Schooling,United Kingdom,31875.0,0.0,0.0,Female
18-21,1,Marketing,Executive Chef,Bachelor's Degree,United States,25000.0,0.0,0.0,Female
18-21,1,Marketing,Account Executive,Bachelor's Degree,United States,32000.0,3000.0,0.0,Female
18-21,1,Marketing,Aviation Medicine Specialist,Master's Degree,United States,60000.0,0.0,0.0,Male
18-21,1,Distribution,Poker Room Supervisor,Bachelor's Degree,United States,56000.0,2000.0,0.0,Male
18-21,1,Restaurant,Manager,High School Diploma,United States,63814.4,0.0,0.0,Male
18-21,2,Sales,Sales Manager,Some college,United States,210000.0,0.0,50000.0,Male
18-21,2,E-Commerce,Other,Some college,United States,40000.0,5000.0,0.0,Female
18-21,5,Childcare,Community Health Education Coordinator,Associate Degree,United States,26000.0,0.0,0.0,Male
18-21,1,Beverage And Tobacco,Research,Bachelor's Degree,United States,95000.0,0.1,0.0,Female
18-21,4,E-Commerce,E-Commerce,Bachelor's Degree,United States,80000.0,0.0,0.0,Female
18-21,4,E-Commerce,E-Commerce,High School Diploma,United States,300000.0,0.0,0.0,Male
18-21,3,E-Commerce,Customer Service,Some college,United States,27300.0,0.0,0.0,Female
